tau,delay,p,q,mean_final_epidemic_fraction,std_final_epidemic_fraction
3,0.0,0.125,0.14583333333333331,0.742,0.05805170109479994
3,0.0,0.125,0.16666666666666666,0.624,0.12116104984688769
3,0.0,0.125,0.1875,0.618,0.12070625501605126
3,0.0,0.125,0.20833333333333331,0.5980000000000001,0.062209324059983175
3,0.0,0.125,0.22916666666666666,0.6040000000000001,0.06268971207462994
3,0.0,0.125,0.25,0.63,0.09949874371066199
3,0.0,0.125,0.2708333333333333,0.634,0.1291510743277035
3,0.0,0.125,0.29166666666666663,0.638,0.13065221008463654
3,0.0,0.125,0.3125,0.54,0.09924716620639605
3,0.0,0.125,0.3333333333333333,0.512,0.12735776379946379
3,0.0,0.125,0.35416666666666663,0.42400000000000004,0.10188228501560022
3,0.0,0.125,0.375,0.41600000000000004,0.10163660757817532
3,0.0,0.125,0.3958333333333333,0.392,0.11366617790706258
3,0.0,0.125,0.41666666666666663,0.404,0.1188696765369537
3,0.0,0.125,0.4375,0.39,0.10440306508910552
3,0.0,0.125,0.4583333333333333,0.372,0.09909591313469997
3,0.0,0.125,0.47916666666666663,0.386,0.12259690045021533
3,0.0,0.125,0.5,0.394,0.1342758355028931
3,0.0,0.16666666666666666,0.0,0.874,0.02073644135332774
3,0.0,0.16666666666666666,0.020833333333333332,0.8720000000000001,0.10281050529979902
3,0.0,0.16666666666666666,0.041666666666666664,0.9219999999999999,0.043243496620879285
3,0.0,0.16666666666666666,0.0625,0.7959999999999999,0.11013627921806693
3,0.0,0.16666666666666666,0.08333333333333333,0.6940000000000002,0.11436782764396636
3,0.0,0.16666666666666666,0.10416666666666666,0.76,0.09695359714832658
3,0.0,0.16666666666666666,0.125,0.7779999999999999,0.0687022561492707
3,0.0,0.16666666666666666,0.14583333333333331,0.766,0.046690470119715013
3,0.0,0.16666666666666666,0.16666666666666666,0.67,0.16355427233796127
3,0.0,0.16666666666666666,0.1875,0.7,0.12449899597988731
3,0.0,0.16666666666666666,0.20833333333333331,0.5820000000000001,0.14989996664442592
3,0.0,0.16666666666666666,0.22916666666666666,0.58,0.08916277250063503
3,0.0,0.16666666666666666,0.25,0.628,0.1567482057313576
3,0.0,0.16666666666666666,0.2708333333333333,0.558,0.1657407614318216
3,0.0,0.16666666666666666,0.29166666666666663,0.5599999999999999,0.13747727084867517
3,0.0,0.16666666666666666,0.3125,0.484,0.09316651759081693
3,0.0,0.16666666666666666,0.3333333333333333,0.514,0.1594678651014053
3,0.0,0.16666666666666666,0.35416666666666663,0.44800000000000006,0.14720733677368125
3,0.0,0.16666666666666666,0.375,0.42200000000000004,0.08757853618324528
3,0.0,0.16666666666666666,0.3958333333333333,0.4640000000000001,0.1375863365309216
